0x000003F7,amr
0x16E9D036,~a~ is modding a motorcycle.
0x16EB2F7B,Paleto Bay Facility
0x16EBCD99,Container
0x16EDBADE,Painting by Josh Löwe
0x16EDCF7E,Gruppe Sechs outfits
0x16F8C423,You must be stationary to start this Time Trial.
0x16F8C494,Select a property to trade in. You won't make a profit when trading the property for a free property.
0x16F8F86A,Shooting +
0x16FB6EF7,Metallic color 2
0x16FBB00A,Rockstar Games End User License Agreement
0x16FD6630,HOMING MISSILES
0x17002325,This Vehicle is too hot to deliver to your CEO's Vehicle Warehouse. Deliver it to the closest Police Station ~HUD_COLOUR_YELLOW~~BLIP_POLICE_STATION_DROPOFF~~s~ to earn cash and RP.
0x17022EC7,~1~ Jobs Created
0x170462D3,Wild Backside
0x1705F091,LS Panic Beanie
0x1706063C,If you got it  lose the police and bring it in.
0x17065E5B,Driveby
0x17090724,Yet another unintended benefit of the fossil fuel economy: really tricky RC tracks.
0x170B5D04,You cannot edit videos because you have insufficient memory.
0x170D95A5,Visit an LS Customs ~HUD_COLOUR_YELLOW~~BLIP_CAR_MOD_SHOP~~s~ to repair the vehicle.
0x17108312,~nrt~ <img src='img://SCLUB_1/MAZE_BANK_ARENA_1_4' vspace='0' width='252' height='252'/> ~nrt~~a~ ~a~. ~a~
0x17155215,This is a test email. This is email number one. It is quite short.
0x17161902,Head into GTA Online with your friends only.
0x171638E5,<C>~a~</C>~s~ won the On The Run Challenge
0x17167CB8,You do not wish to subscribe to the Rockstar Games Mailing List.
0x171910DC,Select
0x17192C71,~a~ ~s~have started Airfreight. Destroy their Cargobob ~HUD_COLOUR_RED~~BLIP_CARGOBOB~~s~ and stop them from delivering the container to earn cash and RP.
0x171BC7C6,LS Olive Fitted Cap
0x171C799A,The Trooper
0x171CDCE7,Finding local matches...
0x171E979F,Next Space
0x171FF569,~1~ Special Cargo crate lost
0x17207BA0,$~a~ in car repair charges have come out of your account. What was the driver doing?
0x17216866,I got no wheels  pop. Itz 2 much to deal with as well as moving out so I took urz until im on my feet. ill bring it bck when im all set up - J dog
0x17217BC0,Checkpoints cannot be collected if removed from an event by entering passive mode.
0x172378D8,1999887853
0x17248241,Original features! This cozy apartment in West Vinewood had only one owner  who didn't update a single thing since he moved in there 40 years ago and then passed away – it was days before anyone noticed. Includes 2-car garage.
0x1725D145,The Slip
0x172686C4,Press ~INPUT_ATTACK~ to dismiss Chop.~n~Press ~INPUT_JUMP~ to make Chop hunt for pickups.~n~Press ~INPUT_COVER~ to make Chop sit.~n~Press ~INPUT_RELOAD~ to make Chop give paw.~n~
0x17279EFD,Tung Yellow Shades
0x17289493,Reset
0x172B8541,Yellow
0x172B88C1,Client Challenge
0x172C581A,~a~ ~s~failed to assassinate all targets
0x172F02F2,CHAR_STEVE
0x1730EC68,Purchase the Invade and Persuade RC Tank from Warstock for FREE today only. Happy Holidays from Rockstar!
0x17316595,Skyfall.
0x1736857C,Getaway Car
0x1737B029,The combination of an ace with a card other than a ten-card is known as a "soft hand" because the player can count the ace as a 1 or 11. A soft hand cannot go bust by taking another card.
0x17382B07,Okay  just leave the cargo and they'll pick it up when you're out of there.
0x17387980,Blue Work Boots
0x173A9A53,You don't have enough cash. This Heist Prep Equipment costs $~1~.
0x173BC4E5,Play any game in an Arcade.
0x1743732E,<C>~a~</C> ~s~is the ~a~. ~s~Protect them.
0x1743B9A0,a Pair of 2s
0x17477655,Stay above ~1~km/h until the bomb is disarmed.
0x174897DB,Franklin
0x1749F289,Compacts
0x1749FFC3,Rainbow Leather Straps
0x174CD225,The Networker
0x174E2C7F,SELL SPECIAL ITEMS
0x17513836,Go to the Schlagen GT and use the car key fob to unlock it.
0x1752894A,Motion Blur Strength
0x1753408C,You quit ~a~~s~ as a Bodyguard
0x1754B273,Faker!
0x1754E27B,6115550156
0x1756A612,C0
0x1756A8E8,Enter Vehicle
0x17599656,Take out the ~HUD_COLOUR_RED~targets.
0x175A1523,Are you sure you want to permanently delete the marked projects?
0x175C752A,Ain't no money in the meat but should be able to get something for the pelt online.  I'll give you $~1~ for now.
0x175CA530,Zombie
0x175CE4F5,Avenger unavailable while you have the Avenger active.
0x175E3172,Special capacity +
0x175E8940,The Target will not be blipped until they are found by a Bodyguard at which point they will be visible to all teams.
0x17638550,Power Station
0x17654D46,Mansman3~n~38~n~Doughy~n~Socially~n~Anything goes~n~
0x1767454C,One Percenter
0x176827C6,You are not able to purchase clothes while on a heist.
0x176AA321,Enter Director Mode as Cris Formage.
0x176B2C85,Benefactor Bruiser Light Armor
0x176C3BBA,In your GPS now. Biker  Vinewood Hills  look for a Bati bike. Gotta move  F.
0x176C587D,Project Menu
0x176CECE1,Betting Odds Format
0x176EF6CA,The Sightseer app can hack and remotely access secure networks. Press ~INPUT_FRONTEND_UP~ to open your phone and select the app.
0x176FF306,White  blue and yellow striped parachute.
0x17701AD0,Bed Cap
0x1770927C,Normal King of the Hill
0x177110B4,parking space
0x17745316,A new deck of special Playing Cards is now available on the private table inside The Diamond Casino & Resort Penthouse.~n~The High Roller Outfit has been unlocked and added to your wardrobe.
0x177B19D0,Head into GTA Online with your Crew and other Crews. Choose how many Crews to play with in this session.
0x177B2366,~HUD_COLOUR_SOCIAL_CLUB~Social Club~s~ policies have been updated. To publish Jobs  press ~INPUT_FRONTEND_ACCEPT~ to sign in and accept the updated policies.
0x177CD163,Stone Regular Fit
0x177CEEC9,12th
0x177D0618,Sponsors have lined up a new vehicle mod for the arena. Sacha can hook you up.
0x177DBC55,Davis Quartz Quarry
0x177DE1AD,~1~ RP
0x177E5A6E,The Vehicle was not delivered to the Warehouse
0x177F2335,Smuggler's Run
0x177FC112,...has explored the depths and discovered a great treasure.
0x1780FD68,Sore Rider
0x17814B5E,Straight Exit Exhausts
0x1781A7CF,Mudguards
0x1782E6BC,RE: It's your lucky day
0x1782F397,Race to the Fleeca on ~HUD_COLOUR_YELLOW~Hawick Avenue.
0x1782FA97,Select if players are locked to a camera mode.
0x178641A4,Create a Parachute Jump.
0x17871B8B,Cholla Springs Avenue
0x17872401,On
0x17882ABD,Assault MG
0x17885A26,I wanted to say  nice work. Uncle Simeon is pleased with you. I'll be in touch.
0x17890354,5 overtakes.
0x17892723,Carbon Inferno
0x17893509,Stock Tailgate
0x1789C50D,Slate Janitor Frames
0x1789DC52,Salamanders OG T-Shirt
0x178B69CF,The search engine that knows everything about you  mostly because it drives around in cars collecting all your private data.
0x178C63BE,Grip
0x178DD70F,Driving
0x178F3D32,Type
0x1792558E,~p~Lock ~1~ ~s~~n~Hold ~INPUT_MOVE_RIGHT_ONLY~ to turn the dial counter-clockwise.~n~Stop when you reach the position with the highest dial click.~n~Turning the dial the wrong way will reset the safe.~n~Press ~INPUT_CONTEXT~ to exit.
0x1793D8E9,You received a cash and RP reward for taking part in the last Freemode Event. Every Event will give an award of this kind to all players who join in.
0x17943752,Black Elvis
0x17949D43,This item unlocks at Rank ~1~.
0x17964DDE,GETAWAY VEHICLES
0x17966610,This vehicle can be upgraded in the Mobile Operations Center or Avenger Vehicle Workshop. Purchase a Mobile Operations Center and Avenger at warstock-cache-and-carry.com.
0x17974182,Track down the target's location
0x1797D24B,If a Loser kills a Winner those players will swap teams.
0x1798F7B9,This Clubhouse is unavailable as the owner is now working for an MC President.
0x179D6EBE,ARM WRESTLING
0x179F47CB,Chester
0x179F754B,~a~ ~s~returned all the product
0x179FEC94,Spin the Lucky Wheel ~BLIP_CASINO_WHEEL~ once a day to try and win the Podium Vehicle.
0x17A179AA,GEAR
0x17A1A07D,Treasure Chest
0x17A3AFA9,Defend Business
0x17A5200D,Blue on White 1
0x17A55268,Select your vehicle's Armor Plating. Stronger Armor Plating provides additional protection at a cost of reduced performance.~n~Press ~INPUT_FRONTEND_ACCEPT~ to confirm.
0x17A6EF25,16th
0x17A7B13C,Engage Autopilot
0x17A7C957,Owner has requested all to leave Office Garage.
0x17A83859,falling
0x17A84FAB,Lung Capacity
0x17A8D6C4,@MadWayneThunder ^%&$%$^ are you in there?
0x17AA3B03,Altarego12
0x17AE3FEF,Scope All Access Points
0x17AE6BB2,- ULSA Campus
0x17AF2427,There are no Deathmatches available at the moment.~n~Please try again later.
0x17B0703B,SSA Super Autos Sales
0x17B0B8C7,The rival VIP quit the session
0x17B10556,Maibatsu Sanchez
0x17B29B9C,Vault laser collected.
0x17B2DB52,Invite to Apartment
0x17B482BB,Crevis
0x17B49899,Compete against your MC to driveby kill the most gang members whilst riding a motorcycle.
0x17B4A396,10th
0x17B5274B,Carbon Shadow
0x17B532A9,Space Monkey Pixel Tee
0x17B5B905,In order to purchase this vehicle at the Trade Price  you must fulfill the following criteria:~n~- Complete ~1~ Sell Goods missions as a VIP  CEO or MC President.~n~
0x17BB504A,Fall the longest distance with a parachute before opening it
0x17BD67C4,nice little dive in the fancy part of town. great start for a classy powder shop. pissing distance from all your dealers and their clients.
0x17BE2908,Happy holidays from Rockstar  have these gifts on us:~n~1 x ~a~~n~1 x Firework Launcher~n~10 x Fireworks~n~1 x Bitch'n' Dog Food Top
0x17BEC168,Menu Tab Right
0x17C1EAF3,You've been nominated to take part in Southern San Andreas' premier amateur photography competition in the wildlife sector. You'll join hundreds of other young  talented hopefuls in getting heat stroke  poison ivy poisoning  and  most importantly  giving your work away for free. For the first young photographer to document the whole array of Southern San Andreas' fauna – a life of underwater adventure and photography awaits.~n~ Submissions are subject to the following rules: - Only photograph submissions of living animals will be accepted~n~ - Animals should be centred in the photograph~n~ - Photographs captured using camera filters or borders will not be eligible for submission~n~ - Selfies are NOT eligible for submission~n~ - All image rights are transferred to the Southern San Andreas State Tourist Board~n~ List of animals to photograph: - BOAR~n~ - BORDER COLLIE~n~ - CAT~n~ - CHICKEN-HAWK~n~ - CORMORANT~n~ - COW~n~ - COYOTE~n~ - CROW~n~ - DEER~n~ - HEN~n~ - HUSKY~n~ - MOUNTAIN LION~n~ - PIG~ n~ - POODLE~n~ - PUG~n~ - RABBIT~n~ - RETRIEVER~n~ - ROTTWEILER~n~ - SEAGULL~n~ - WEST HIGHLAND TERRIER~n~ Make your own chum  fill your glands with mountain lion pheromones  rub yourself in honey  and jack off in a bear pit. Do whatever it takes to get the shot of your life. And try not to get eaten  unless you've uploaded first.~n~ We can't wait to see (and steal) all your submissions.~n~ Good Luck! 
0x17C28E56,Merryweather have what you need behind these locked doors. Hack the terminal  gain access  take what you came for.
0x17C3B72A,~a~ ~s~Product is now visible to all players in session.
0x17C5AE47,No videos are marked for delete.
0x17C637E2,White Striped Polo Shirt
0x17C8340A,Airport
0x17C87607,The Repellent
0x17C9062E,This Challenge cannot be run at this time.
0x17CCDC10,Hide in an area of the map and survive until the time runs out.
0x17CCE7B7,Traffickers ~1~
0x17CCFA64,The Clubhouse custom bike shop is unavailable while in use by another member.
0x17CD5660,Black Hoodie
0x17CF0D0F,DELIVERY BONUS
0x17CF4245,Mark for Delete
0x17D04CDB,Blackheads
0x17D09185,Gray Plaid Vest
0x17D5DD88,Brushstroke Tactical Ski
0x17D653DD,Crystal Maze
0x17D71ACA,Splinter Tactical
0x17D78593,Change Camera
0x17D7FB69,You scoped out the security tunnel entrance.
0x17DA48C8,Armored Supplies
0x17DBFF6A,No Challenges
0x17DCD294,In order to unlock a Setup you must obtain the necessary Heist Prep Equipment from Freemode Preps.
0x17DE809D,Crevis Gray Down Jacket
0x17DF5EC2,Squalo
0x17DF7C96,Barry
0x17E01A43,~BLIP_ROULETTE_33~
0x17E0609F,Lung Capacity: How long Franklin can hold his breath underwater before losing health. Remain submerged for longer. Increase by diving and swimming underwater as Franklin.
0x17E12C4F,Franklin  this job is going to be a tough one. If you don't have heavy fire power and armor  stop by Ammu-Nation first. You'll want to be armed to the teeth!
0x17E2E394,PURPLE TEAM
0x17E3FB31,Go to Lester's ~y~house.
0x17E53367,Set your Character's jacket style.
0x17E7D17D,First Name:
0x17EA972D,White Longsleeve
0x17EFBD50,2
0x17F27AC5,PERSONAL BEST
0x17F406FE,The British are well known for their superior auto manufacturing prowess. The company has provided cars for counts  grand Prix  and doughy dignitaries across the UK.
0x17F96969,Police Transporter
0x17F99796,White LED  Black Strap
0x17FBBED1,Use ~INPUT_MOVE_DOWN_ONLY~ to Spin.
0x17FEC33F,Press ~INPUT_CONTEXT~ to continue Heist Planning progress.
0x18007F15,Vineyard
0x1800AC69,Baseball Bat
0x1800B9C8,~s~
0x1801CA5F,Park up in the ~a~.
0x1802BD54,A Member has abandoned the Motorcycle Club and been marked for death. Kill the target.
0x1805FC88,VLSI Unlock
0x18078ADC,Sky Blue Strappy
0x18088608,Friends 7 628 263
0x18098DC2,You have no product to sell.
0x180C5B02,the ~HUD_COLOUR_BLUE~Coquette Classic~s~
0x180F9175,Numbered Red 6
0x1811FEC0,Redwood Lights Track
0x1812BF79,No Subject
0x1812F3B3,@SebastianDixFashion Our new fashion line unveiled in Milan – models defecate in trash bags and then wear them as a dress – This is the fashion of the future
0x181362E3,Silver Dancer trophy unlocked.
0x181428EB,Press ~INPUT_FRONTEND_ACCEPT~ to lift hammer. ~n~Press ~INPUT_FRONTEND_CANCEL~ to exit.
0x1814C406,NEGATIVE
0x18162C7E,~BLIP_INFO_ICON~ Want to get some quick cash from an ATM  or find your way home in a hurry? Use the Quick GPS function in the Interaction Menu to get an immediate route to many useful locations.
0x181735D8,Blue Sports
0x181824E1,Chop
0x18195AD8,17:9
0x18199552,Melee Challenge
0x181A2E59,I've got better things to do than wait around for you - fact!
0x181CD3D0,PRIVACY~n~What's better at protecting your identity than the internet? Don't worry. Your dirty secret is safe with us. Anonymity and discretion are of the highest priority at Hush Smush. Your personal information will not be disclosed without your consent  unless you attempt to cancel. Then we'll put it all on the internet and embarrass you.
0x181CDA1B,If you're ever looking for a ~a~ call me and I can point you in the right direction
0x181F5DEC,Black Suit
0x18214D03,You have caused trouble for ~a~~s~. Remember that your CEO can Dismiss or Terminate you from service at any time  so be mindful of your actions when working as an Associate.
0x18229727,They don't want to let this car go. Drop your pursuers and get back to the warehouse.
0x1828A703,ROCKSTAR EDITOR
0x1828F082,Pitch black out there now Trevor call it a day
0x182B0AE0,5
0x182C5EBF,White LED  Tan Strap
0x182D8055,Request Motorcycle
0x182DB66E,Drop the flyers over the ~HUD_COLOUR_YELLOW~promotional areas.~s~
0x182E6BEC,No deed  no weed.  Gonna be a slow week at Smoke on the Water!
0x18309758,Play Versus Job
0x18314C2D,Sunset Red
0x183525F2,Alternatively  attach a sticky bomb to the rear doors of the van and detonate it to blow them open.
0x183718D8,Numbered 12
0x183897F4,Map fully discovered!
0x183DBAB1,The President is able to keep track of your contribution to the MC. Actions such as completing Clubhouse Contracts or taking out rivals will prove your worth. Do enough and you might be promoted to one of the following roles:~n~- Vice President~n~- Road Captain~n~- Sergeant-at-Arms~n~- Enforcer
0x183E312B,Bravado Sasquatch Light Armor
0x183ED0C4,Complete The Doomsday Heist in order with the same team of 3 players.
0x183F113C,Safezone Size
0x183F9136,Deletes everything so you can start over.
0x1843B45E,I left a pie at your trailer with Patricia. Good to see you've settled down with a lovely woman.
0x18446E13,Adjust Bet
0x1844A540,You no longer have access to the Vehicle Warehouse as you stopped being a CEO.
0x1844BB2E,Press ~INPUT_CONTEXT~ to lean in for a better view.
0x1845543D,Acquire a Wanted Level and keep it until the Police vehicles carrying the Supplies show up.
0x1848B757,Weapon & Vehicle Workshop
0x184960E3,Select Pistol
0x184979A0,Ill take it but careful with them body shots they damage the meat ;)  Can't give you more than $~1~
0x1849BE86,Sculpted Ornament
0x184BBD75,~BLIP_INFO_ICON~ Stamina - Increase this by running and swimming with each character. This will improve the amount of time each character can sprint for.
0x184C5948,Sightseer
0x184E4635,Press ~INPUT_FRONTEND_ACCEPT~ to move down.
0x184FCCE9,Combat MG loadout
0x184FD87E,Your upload to YouTube has failed. Please try again later.
0x1852DFCE,~HUD_COLOUR_WHITE~You eviscerated ~a~.
0x1853668B,Charcoal Plaid Golf Pants
0x18546786,Your renovated Terrorbyte is now available.
0x1858B152,Use the photograph in this email to identify the location of the treasure. ~nrt~ <img src='img://NHP_PHOTO_3/NHP_PHOTO_3' vspace='0' width='320' height='200'/> ~nrt~
0x185A0C65, land vehicles
0x185BDC1F,Press ~INPUT_CONTEXT~ to access the Replay Screen.
0x185F0F0A,~1~ Lives
0x185FDC36,Equipment added:~n~- Flare Gun
0x1862DC87,Go to the previous page of saved results.
0x1862EAEF,SEARCH AND DESTROY
0x1862EF67,You are too far from a suitable road.
0x186706BE,Hott Style #4
0x18698896,Sky Blue Shirt
0x1869CAC0,NIGHTMARE BRUTUS
0x1869DFFA,It's a race across the heartland and through America's densest metropolises in a flashy sports car. Crank up the tunes and blast past obstacles as you do your best to avoid pedestrians and hairy beasts on the highway.
0x186A32D2,Cougar Ave
0x186A7F4D,Children of the Mountain is a world leader in self-awareness training  with more than 1000 virtual offices in 25 countries and corporate headquarters in the Cayman Islands.
0x186D72CB,The Palms
0x186E0306,Classic Crook
0x186E905B,You can't trade in this Hangar as it contains Special Cargo.
0x186ECC50,Rockford Hills Church
0x18700C83,Your Location
0x18706304,You are a candidate for our full CEO experience. Purchase one of our office suites to gain access to the Special Cargo  Vehicle Cargo and Special Vehicle Work. Become a SecuroServ CEO today.
0x18720BD2,Survivals Won
0x18798D86,Unavailable while watching TV.
0x187AE106,We don't have a matching Email and Password. Please try again.
0x187CF1F6,Jerry Can
0x187EFF13,Custom Spoiler 2
0x18812B63,Rotate
0x18829364,Space Monkey Dress 3
0x1883939D,Please wait for the rival smuggler to deliver the stolen Air-Freight shipment.
0x1886445A,Playing this Job with a different team of players will reset your 'Loyalty II Challenge' progress.
0x1886BBC4,Ruiner
0x18875C65,Hold ~INPUT_CELLPHONE_EXTRA_OPTION~ and use ~INPUTGROUP_LOOK~ or ~INPUT_MOVE_LR~ to adjust your shot in Self Portrait mode.
0x18877E05,Fly your passenger over the promotional areas ~HUD_COLOUR_YELLOW~~BLIP_OBJECTIVE~.~s~ They can now play the music from the blimp for you.
0x1888BDFA,Playlist Lobby
0x1889E84B,Protect the ~HUD_COLOUR_BLUE~funeral cars.~s~
0x188A6F79,Purple Tie
0x188C0749,Buy Now for $~1~
0x188C6BCB,Purchase property?
0x188C8825,CHAR_MANUEL
0x188E079B,RESTARTING
0x188E29DE,BUSY
0x188EA1BC,Go to the accessories section of the Interaction Menu to deactivate the night vision mode of your mask.
0x188EAC8B,COPS TURN BLIND EYE
0x188EDD16,Ruff Weld
0x188FB8FF,OUTFITS
0x1891E653,Apparel
0x18921357,Gray Suit
0x18926BC8,Burning Loins
0x1893A0C7,Eh  u moody motherfuka. Im givin u tht bagger we boosted. left it at yr auntz crib ;P
0x1893B85C,Tsarina Group Limited
0x1895A5B1,@CloeParker They've run out of champagne in first class. I'm never flying commercial again.
0x1895CFD1,The Lurker
0x1895D122,Gunrunning Business
0x1896EA60,It's become the great unsolved murder of the 20th century and an unhealthy obsession of mine for my entire adult life. I don't know what first drew me to Leonora. Something about that auburn hair  those green eyes  the sad smile  the photos of her skinny-dipping that her uncle sold to the Los Santos Meteor the day after her death... A jaded detective in an episode of The Science of Crime once told his stereotypically cocksure younger partner  "Know the victim and you will find the killer" and I've sacrificed 30 years  two marriages and a promising career as a photocopier salesman to knowing Leonora in every way imaginable  some that I'm not that proud of. But I will uncover the truth.<br><br>Why were the police so slow to react? Why was the case closed so quickly? Why did the murderer disfigure the body in such a horrific and deliberate way? Where was my consultant credit on the movie adaptation? I know they used this site for research. Still today there are so many more questions than answers. My  beautiful  vulnerable Leonora. I won't let you down like all the others. I won't forget. How can I? My basement is wallpapered with pictures of you (one of the reasons I lost the photocopying job). I won't stop until justice is served... 
0x189791D3,Damage the ~a~.
0x1898F93E,You can't enter this Facility while selling goods from a bunker.
0x1899443F,IMAGE ATTACHMENT ~nrt~ <img src='img://NHP_prep_deaddrop/NHP_prep_deaddrop' vspace='0' width='252' height='150'/> ~nrt~
0x1899B687,Vehicle Deathmatch
0x189BCAE7,This Personal Aircraft does not have Bomb Bay Controls.
0x189EED5B,Stock Update!
0x189F6B20,the Alpha
0x18A11131,My Playlists
0x18A1ECC9,When someone falls on the sidewalk and hurts themselves  I laugh and take a picture.
0x18A4DA6F,Slicer
0x18A656D0,Unable to launch - An exit has not been selected.
0x18A7B9CE,Purchase Confirmation
0x18A80B07,FORECLOSURES_MAZE_D_BANK_COM
0x18A8CC65,Shows a list of Jobs that you have Bookmarked which can be added to your Playlist.
0x18AA15D2,Target B
0x18AB1488,ASSET RECOVERY
0x18AB6497,The race destination is shown on the Radar at ~HUD_COLOUR_YELLOW~~BLIP_TRACE_RACEFLAG~~s~
0x18AD3BCA,YOUR PROFILE
0x18AEF3EA,~a~ ~s~destroyed all supplies
0x18B3D5CC,The Head to Head has been abandoned as the opposing Crew has left.
0x18B3DA25,Received from others
0x18B4746C,Dual Spears
0x18B5CDDF,Boar always sells and looks like a lotta meat on that one!  That'll be $~1~ for your share.
0x18B820A2,Dilettante Tee
0x18B820ED,Thin Medium Arrow
0x18B8AA3B,Chester McCoy
0x18BA056E,Show Mask
0x18BA452B,~BLIP_INFO_ICON~ Press ~INPUT_WEAPON_SPECIAL_TWO~ to toggle a weapon flashlight attachment on/off.
0x18BA7DCF,To access the Store you must have a network connection and be signed in to the Rockstar Games Social Club.
0x18BD67E3,10 000 000
0x18BD938F,Michael spooked a rival racer.
0x18BFAD66,Vote Now
0x18C04946,Bangs droop  as do Bob Mulet stocks.
0x18C3BD39,Chemicals
0x18C49D55,TIME REMAINING
0x18C4F34E,Go to the style section of the Interaction Menu to control the glow of an illuminated item of clothing. The lights can flash  pulse or be turned off.
0x18C5FA2C,Vapid Sandking XL
0x18C620C0,Narrow
0x18C7053C,HAL announces new gun targeted towards angry moms.
0x18C84661,CHAR_CHAT_CALL
0x18C884D6,Bag
0x18C9BBEF,4 new items
0x18CB3AA7,Tour de Force
0x18CB784B,LTS
0x18CC70E3,Driller
0x18CCCDA3,F15
0x18D03E67,Black Original Gangster T-Shirt
0x18D183FC,Red Skull V Neck
0x18D323C0,Two-Tone Sports Shades
0x18D700FD,Weed Farm
0x18D933DD,Crow's Feet
0x18DA6AA0,New vehicle mods
0x18DA7BC6,Deliver the ~a~ to the ~HUD_COLOUR_YELLOW~~a~.
0x18DC408F,The Beast blip ~HUD_COLOUR_PURPLE~~BLIP_BEAST~ ~s~is now visible on the map for a short time because it has not visited a landmark for several minutes.
0x18DFAAFE,There are no Members left in your Motorcycle Club to take part in Cracked
0x18E00995,Hawaiian Snow Marble
0x18E19EB8,@MerryweatherSecurity After years of totally legal and  what's more  ethical lobbying  Merryweather Security Consulting has been cleared by Congress to operate on US soil #BAWSAQ www.merryweathersecurity.com
0x18E25479,VELOCITY
0x18E2AA0E,Player goes to Custom Auto Shop.
0x18E3AAAF,Are you associated with Epsilonism?
0x18E3EE3B,Normal Mode
0x18E4A49F,A Business Battle has started. Steal the duffel bags ~HUD_COLOUR_GREEN~~BLIP_BAT_CARGO~~s~ from Los Santos International Airport. Deliver them to the Nightclub to earn Goods  cash and RP.
0x18E5220D,HEIST
0x18E87DD9,Gallivanter Baller
0x18EA4148,Emergency Services
0x18EB3439,Cache and Carry
0x18EBC83F,All properties purchased!
0x18EBDC32,4 new items of clothing available
0x18ECBE80,Transaction complete
0x18ED18E7,Recent Challenges
0x18EF0265,Your Weed Farm is no longer producing Weed. The technician assigned to accrue Weed is no longer assigned. Check the warehouse management page to reassign him.
0x18EF55D7,Invite has expired.
0x18F08B6B,Friends: Cinema Visit
0x18F102A3,Skull Spearheads
0x18F24C9A,SHOTGUN LOADOUT
0x18F25AC7,Infernus
0x18F4D25D,Vehicle: ~a~~n~Value: ~a~~n~Plate: ~a~ ~nrt~ <img src='img://IE_TEXTVECH_95/IE_TEXTVECH_95' vspace='0' width='252' height='150'/> ~nrt~
0x18F6039D,Your Personal Aircraft ~BLIP_ACSR_WP1~ has been delivered to a suitable location nearby.
0x18F61199,Brown Work Boots
0x18FA750A,Tuner Wing
0x18FCAADD,Is this a pyramid scheme?
0x18FDE7CF,Protect the ~HUD_COLOUR_BLUE~SUV.~s~
0x18FFBC99,Ponytail Auburn
0x190318C1,The Turreted Limo has been requested.
0x190327E3,Red Striped Skinny Tie
0x1904C234,~n~Benefactor Surano~nrt~~n~<img src='img://Epsilon_Cars/Eps3Surano' vspace='0' height='128' width='244'/>~nrt~
0x1905058D,Hood Safari
0x1905CADA,When the enemies are alerted  you will slowly lose track of the product ~HUD_COLOUR_RED~~a~~s~ if none of your MC can see it.
0x1906930B,Gentry Manor Hotel
0x19080323,White Leather Straps
0x1909212D,~s~Press ~INPUT_VEH_CIN_CAM~ to toggle focus on the news van.
0x19095D11,Dollar Pills
0x190A88D0,Players
0x190B88D5,A global sportswear brand that pioneered the outsource-to-child-labor-and-sell-at-a-10000%-markup business model.
0x190C9689,CHAR_DR_FRIEDLANDER
0x190DDFAA,Fire
0x190DE24B,Gasoline Green
0x190F4945,You have received an award item for ~a~.
0x191252E6,Black Pants
0x1912AC7C,Gray Leather Loafers
0x19138E1B,Bounty Target
0x1914DEB5,Carbon Black
0x19185D6D,APC
0x191920C9,Bright Purple
0x1919AEB5,Picture Perfect Drive
0x191A047A,Misc
0x191A36D5,One Percenter
0x191BD206,Complete the Armed Robber gold Award. ~n~Hold up 15 stores.
0x191C1C16,Von Crastenburg Hotel
0x191D32D9,Team
0x1920E236,Purchase a Gun Locker to allow customization of your weapon loadout.
0x19249704,(Jimmy) Load: "cptestbed"
0x1925C1CC,do you think I'm laughing  pal?
0x1926E98E,Arena Points are awarded depending on your placement in an Arena War event. You can also earn additional bonus AP for the following:~n~- Winning consecutive events~n~- Playing consecutive events~n~- Playing with Friends
0x19277D63,1 Minute
0x1928F0E3,Denied
0x192A84C3,The Target is heavily armored and can take more damage  work together to take them down.
0x192A8E87,~g~+~1~ ~a~:~s~ Lost 2 Star Wanted Level
0x192B5C1B,Z
0x192BC265,Yellow Skinny Tie
0x192C7DE2,You don't have enough Chips to play Three Card Poker. Speak to the Cashier ~BLIP_CASINO_CHIPS~ to acquire more.
0x192E8516,Olympic Fwy
0x192F176D,7
0x192FB73C,You can't quit while engaged in a job.
0x19304239,Add music to your creation. You may choose a song from the list. You can add as many songs as you can fit in your project. Songs may not overlap.~n~~n~If your song is longer than your clips  during export the song will fade out at the end point of the last clip in the video.
0x193086AF,Dark Woodland Armored
0x1930A86F,Enter a ~a~.
0x193517C3,Cholla Springs Avenue
0x193671C3,Find and take out the ~HUD_COLOUR_RED~agent.~s~
0x19367E24,Shooting Range: Hand Guns
0x1936F36D,You no longer have access to the Mobile Operations Center as you became an Associate.
0x193874D1,REJECT
0x1939D8C0,Each van only needs one driver. The rest of the crew should use the Technical to protect them.
0x1939DED6,Invite players to your Office Garage.
0x193AE463,Gold
0x193B8728,Deep Walnut Retro
0x193C8B5B,Homies Sharp T-shirt
0x1940385A,1080p
0x1941BB3E,Long Hair Purple Fade
0x1941E037,North Calafia Way
0x19445128,Press ~INPUT_CONTEXT~ to play Twilight Knife using your VIP's casino membership.
0x1945079C,~1~ out of ~1~ Vehicles delivered for $~1~
0x19466E7F,the Switchblade
0x1948D450,ASSASSINATION
0x1949E96A,All Rifles
0x194A3AFA,BF
0x194A9C55,Save Recording
0x194BC60F,Extended capacity for AP Pistol.
0x194E057B,Mike  remember we still need to set up a getaway car. Find one  take it somewhere secluded  then call to say where it is.
0x194FF088,FLARE
0x195039FA,GTA Online: Survive for a day with a Bounty on your head.
0x1951AEA1,Target Pursuit
0x195315C8,Head To Head: ~a~ (Jobs: ~1~)  Wager $~1~
0x19532088,Place
0x1955054C,LSC
0x19568A66,3 Diamonds! ~n~You win ~1~ Chips.
0x19576F25,Start this mission without inviting an MC.
